02-03-25 17:11:59,798 | TRACE | NormalizingIdentifierHelperImpl | Normalizing identifier quoting [null]
, hibernate.persistenceUnitName=PERSISTENCE_UNIT, java.vm.specification.vendor=Oracle Corporation, java.specification.name=Java Platform API Specification, hibernate.transaction.coordinator_class=class org.hibernate.resource.transaction.backend.jdbc.internal.JdbcResourceLocalTransactionCoordinatorBuilderImpl, javax.persistence.jdbc.driver=com.mysql.cj.jdbc.Driver, hibernate.hbm2ddl.auto=update, user.script=, sun.management.compiler=HotSpot 64-Bit Tiered Compilers, java.runtime.version=23.0.2+7, user.name=Player14109423498, stdout.encoding=UTF-8, path.separator=;, hibernate.connection.username=****, os.version=10.0, java.runtime.name=OpenJDK Runtime Environment, hibernate.connection.url=jdbc:mysql://localhost:3306/bicicletario, file.encoding=UTF-8, java.vm.name=OpenJDK 64-Bit Server VM, hibernate.show_sql=true, java.vendor.version=Zulu23.32+11-CA, hibernate.formate_sql=true, hibernate.connection.driver_class=com.mysql.cj.jdbc.Driver, java.vendor.url.bug=http://www.azul.com/support/, java.io.tmpdir=C:\Users\PLAYER~1\AppData\Local\Temp\, java.version=23.0.2, user.dir=C:\Users\Player14109423498\Documents\br.com.bicicletario_BicicletarioAp_jar_1.0-SNAPSHOT\br.com.bicicletario_BicicletarioAp_jar_1.0-SNAPSHOT, os.arch=amd64, java.vm.specification.name=Java Virtual Machine Specification, hibernate.connection.password=****, sun.os.patch.level=, jakarta.persistence.jdbc.url=jdbc:mysql://localhost:3306/bicicletario, hibernate.boot.CfgXmlAccessService.key=org.hibernate.boot.registry.StandardServiceRegistryBuilder$1@252a8aae, native.encoding=UTF-8, java.library.path=C:\Program Files\Apache NetBeans\jdk\bin;C:\Windows\Sun\Java\bin;C:\Windows\system32;C:\Windows;C:\Program Files\Common Files\Oracle\Java\javapath;C:\Windows\system32;C:\Windows;C:\Windows\System32\Wbem;C:\Windows\System32\WindowsPowerShell\v1.0\;C:\Windows\System32\OpenSSH\;C:\Users\Player14109423498\AppData\Local\Microsoft\WindowsApps;C:\Users\Player14109423498\AppData\Local\Programs\Microsoft VS Code\bin;C:\Users\Player14109423498\apache-maven-3.9.9-bin;., stderr.encoding=UTF-8, java.vendor=Azul Systems, Inc., java.vm.info=mixed mode, sharing, java.vm.version=23.0.2+7, sun.io.unicode.encoding=UnicodeLittle, javax.persistence.jdbc.password=****, java.class.version=67.0}
02-03-25 20:25:14,007 | TRACE | NormalizingIdentifierHelperImpl | Normalizing identifier quoting [null]
02-03-25 20:25:14,007 | TRACE | AbstractServiceRegistryImpl | Initializing service [role=org.hibernate.cache.spi.CacheImplementor]
02-03-25 20:25:14,016 | DEBUG | SessionFactoryImpl   | Session factory constructed with filter configurations : {}
02-03-25 20:25:14,160 | DEBUG | SqmFunctionRegistry  | Registered SqmFunctionTemplate [NamedSqmFunctionTemplate(max)] under max; prior registration was null
02-03-25 20:25:14,160 | DEBUG | SqmFunctionRegistry  | Registered SqmFunctionTemplate [NamedSqmFunctionTemplate(min)] under min; prior registration was null
02-03-25 20:25:14,161 | DEBUG | SqmFunctionRegistry  | Registered SqmFunctionTemplate [NamedSqmFunctionTemplate(sum)] under sum; prior registration was null
02-03-25 20:25:14,195 | DEBUG | SqmFunctionRegistry  | Registered SqmFunctionTemplate [NamedSqmFunctionTemplate(avg)] under avg; prior registration was null
02-03-25 20:25:14,199 | DEBUG | SqmFunctionRegistry  | Registered SqmFunctionTemplate [org.hibernate.dialect.function.CountFunction@4012d5bc] under count; prior registration was null
02-03-25 20:25:14,201 | DEBUG | SqmFunctionRegistry  | Registered SqmFunctionTemplate [org.hibernate.dialect.function.EveryAnyEmulation@3c98781a] under every; prior registration was null
02-03-25 20:25:14,202 | DEBUG | SqmFunctionRegistry  | Registered SqmFunctionTemplate [org.hibernate.dialect.function.EveryAnyEmulation@3f736a16] under any; prior registration was null
02-03-25 20:25:14,203 | DEBUG | SqmFunctionRegistry  | Registered SqmFunctionTemplate [NamedSqmFunctionTemplate(floor)] under floor; prior registration was null
02-03-25 20:25:14,203 | DEBUG | SqmFunctionRegistry  | Registered SqmFunctionTemplate [NamedSqmFunctionTemplate(ceiling)] under ceiling; prior registration was null
02-03-25 20:25:14,203 | DEBUG | SqmFunctionRegistry  | Registered SqmFunctionTemplate [NamedSqmFunctionTemplate(mod)] under mod; prior registration was null
02-03-25 20:25:14,203 | DEBUG | SqmFunctionRegistry  | Registered SqmFunctionTemplate [NamedSqmFunctionTemplate(abs)] under abs; prior registration was null
02-03-25 20:25:14,204 | DEBUG | SqmFunctionRegistry  | Registered SqmFunctionTemplate [NamedSqmFunctionTemplate(sign)] under sign; prior registration was null
02-03-25 20:25:14,204 | DEBUG | SqmFunctionRegistry  | Registered SqmFunctionTemplate [NamedSqmFunctionTemplate(sqrt)] under sqrt; prior registration was null
02-03-25 20:25:14,204 | DEBUG | SqmFunctionRegistry  | Registered SqmFunctionTemplate [NamedSqmFunctionTemplate(ln)] under ln; prior registration was null
02-03-25 20:25:14,204 | DEBUG | SqmFunctionRegistry  | Registered SqmFunctionTemplate [NamedSqmFunctionTemplate(exp)] under exp; prior registration was null
02-03-25 20:25:14,204 | DEBUG | SqmFunctionRegistry  | Registered SqmFunctionTemplate [NamedSqmFunctionTemplate(power)] under power; prior registration was null
02-03-25 20:25:14,205 | DEBUG | SqmFunctionRegistry  | Registered SqmFunctionTemplate [NamedSqmFunctionTemplate(round)] under round; prior registration was null
02-03-25 20:25:14,206 | DEBUG | SqmFunctionRegistry  | Registered SqmFunctionTemplate [NamedSqmFunctionTemplate(sin)] under sin; prior registration was null
02-03-25 20:25:14,206 | DEBUG | SqmFunctionRegistry  | Registered SqmFunctionTemplate [NamedSqmFunctionTemplate(cos)] under cos; prior registration was null
02-03-25 20:25:14,206 | DEBUG | SqmFunctionRegistry  | Registered SqmFunctionTemplate [NamedSqmFunctionTemplate(tan)] under tan; prior registration was null
02-03-25 20:25:14,206 | DEBUG | SqmFunctionRegistry  | Registered SqmFunctionTemplate [NamedSqmFunctionTemplate(asin)] under asin; prior registration was null
02-03-25 20:25:14,206 | DEBUG | SqmFunctionRegistry  | Registered SqmFunctionTemplate [NamedSqmFunctionTemplate(acos)] under acos; prior registration was null
02-03-25 20:25:14,206 | DEBUG | SqmFunctionRegistry  | Registered SqmFunctionTemplate [NamedSqmFunctionTemplate(atan)] under atan; prior registration was null
02-03-25 20:25:14,206 | DEBUG | SqmFunctionRegistry  | Registered SqmFunctionTemplate [NamedSqmFunctionTemplate(atan2)] under atan2; prior registration was null
02-03-25 20:25:14,210 | DEBUG | SqmFunctionRegistry  | Registered SqmFunctionTemplate [org.hibernate.query.sqm.function.PatternBasedSqmFunctionDescriptor@3e67f5f2] under sinh; prior registration was null
02-03-25 20:25:14,210 | DEBUG | SqmFunctionRegistry  | Registered SqmFunctionTemplate [org.hibernate.query.sqm.function.PatternBasedSqmFunctionDescriptor@fd53053] under cosh; prior registration was null
02-03-25 20:25:14,210 | DEBUG | SqmFunctionRegistry  | Registered SqmFunctionTemplate [org.hibernate.query.sqm.function.PatternBasedSqmFunctionDescriptor@4527f70a] under tanh; prior registration was null
02-03-25 20:25:14,211 | DEBUG | SqmFunctionRegistry  | Registered SqmFunctionTemplate [org.hibernate.query.sqm.function.PatternBasedSqmFunctionDescriptor@707b1a44] under pi; prior registration was null
02-03-25 20:25:14,211 | DEBUG | SqmFunctionRegistry  | Registered SqmFunctionTemplate [org.hibernate.query.sqm.function.PatternBasedSqmFunctionDescriptor@7132a9dc] under log; prior registration was null
02-03-25 20:25:14,212 | DEBUG | SqmFunctionRegistry  | Registered SqmFunctionTemplate [NamedSqmFunctionTemplate(coalesce)] under coalesce; prior registration was null
02-03-25 20:25:14,212 | DEBUG | SqmFunctionRegistry  | Registered SqmFunctionTemplate [NamedSqmFunctionTemplate(nullif)] under nullif; prior registration was null
02-03-25 20:25:14,212 | DEBUG | SqmFunctionRegistry  | Registered SqmFunctionTemplate [NamedSqmFunctionTemplate(left)] under left; prior registration was null
02-03-25 20:25:14,212 | DEBUG | SqmFunctionRegistry  | Registered SqmFunctionTemplate [NamedSqmFunctionTemplate(right)] under right; prior registration was null
02-03-25 20:25:14,212 | DEBUG | SqmFunctionRegistry  | Registered SqmFunctionTemplate [NamedSqmFunctionTemplate(replace)] under replace; prior registration was null
02-03-25 20:25:14,213 | DEBUG | SqmFunctionRegistry  | Registered SqmFunctionTemplate [NamedSqmFunctionTemplate(concat)] under concat; prior registration was null
02-03-25 20:25:14,213 | DEBUG | SqmFunctionRegistry  | Registered SqmFunctionTemplate [NamedSqmFunctionTemplate(lower)] under lower; prior registration was null
02-03-25 20:25:14,214 | DEBUG | SqmFunctionRegistry  | Registered SqmFunctionTemplate [NamedSqmFunctionTemplate(upper)] under upper; prior registration was null
02-03-25 20:25:14,214 | DEBUG | SqmFunctionRegistry  | Registered SqmFunctionTemplate [NamedSqmFunctionTemplate(substring)] under substring; prior registration was null
02-03-25 20:25:14,214 | DEBUG | SqmFunctionRegistry  | Registered SqmFunctionTemplate [NamedSqmFunctionTemplate(locate)] under locate; prior registration was null
02-03-25 20:25:14,214 | DEBUG | SqmFunctionRegistry  | Registered SqmFunctionTemplate [NamedSqmFunctionTemplate(character_length)] under character_length; prior registration was null
02-03-25 20:25:14,214 | DEBUG | SqmFunctionRegistry  | Registering alternate key : length -> character_length
02-03-25 20:25:14,216 | DEBUG | SqmFunctionRegistry  | Registered SqmFunctionTemplate [org.hibernate.dialect.function.LocatePositionEmulation@5c723f2d] under position; prior registration was null
02-03-25 20:25:14,222 | DEBUG | SqmFunctionRegistry  | Registered SqmFunctionTemplate [org.hibernate.dialect.function.InsertSubstringOverlayEmulation@f4a3a8d] under overlay; prior registration was null
02-03-25 20:25:14,223 | DEBUG | SqmFunctionRegistry  | Registered SqmFunctionTemplate [org.hibernate.dialect.function.TrimFunction@7b27e8f4] under trim; prior registration was null
02-03-25 20:25:14,226 | DEBUG | SqmFunctionRegistry  | Registered SqmFunctionTemplate [org.hibernate.dialect.function.CastFunction@6920b0bc] under cast; prior registration was null
02-03-25 20:25:14,226 | DEBUG | SqmFunctionRegistry  | Registered SqmFunctionTemplate [org.hibernate.query.sqm.function.PatternBasedSqmFunctionDescriptor@65f651eb] under collate; prior registration was null
02-03-25 20:25:14,228 | DEBUG | SqmFunctionRegistry  | Registered SqmFunctionTemplate [org.hibernate.dialect.function.ExtractFunction@24f870ee] under extract; prior registration was null
02-03-25 20:25:14,228 | DEBUG | SqmFunctionRegistry  | Registered SqmFunctionTemplate [NamedSqmFunctionTemplate(least)] under least; prior registration was null
02-03-25 20:25:14,228 | DEBUG | SqmFunctionRegistry  | Registered SqmFunctionTemplate [NamedSqmFunctionTemplate(greatest)] under greatest; prior registration was null
02-03-25 20:25:14,229 | DEBUG | SqmFunctionRegistry  | Registered SqmFunctionTemplate [org.hibernate.dialect.function.CoalesceIfnullEmulation@1886991b] under ifnull; prior registration was null
02-03-25 20:25:14,229 | DEBUG | SqmFunctionRegistry  | Registered SqmFunctionTemplate [NamedSqmFunctionTemplate(lpad)] under lpad; prior registration was null
02-03-25 20:25:14,229 | DEBUG | SqmFunctionRegistry  | Registered SqmFunctionTemplate [NamedSqmFunctionTemplate(rpad)] under rpad; prior registration was null
02-03-25 20:25:14,230 | DEBUG | SqmFunctionRegistry  | Registered SqmFunctionTemplate [org.hibernate.dialect.function.LpadRpadPadEmulation@3bbf6abe] under pad; prior registration was null
02-03-25 20:25:14,233 | DEBUG | SqmFunctionRegistry  | Registered SqmFunctionTemplate [org.hibernate.dialect.function.CastStrEmulation@358ab600] under str; prior registration was null
02-03-25 20:25:14,236 | DEBUG | SqmFunctionRegistry  | Registered SqmFunctionTemplate [org.hibernate.dialect.function.FormatFunction@32177fa5] under format; prior registration was null
02-03-25 20:25:14,238 | DEBUG | SqmFunctionRegistry  | Registered SqmFunctionTemplate [org.hibernate.dialect.function.TimestampaddFunction@235d29d6] under timestampadd; prior registration was null
02-03-25 20:25:14,240 | DEBUG | SqmFunctionRegistry  | Registered SqmFunctionTemplate [org.hibernate.dialect.function.TimestampdiffFunction@2a8a4e0c] under timestampdiff; prior registration was null
02-03-25 20:25:14,240 | DEBUG | SqmFunctionRegistry  | Registering alternate key : dateadd -> timestampadd
02-03-25 20:25:14,240 | DEBUG | SqmFunctionRegistry  | Registering alternate key : datediff -> timestampdiff
02-03-25 20:25:14,241 | DEBUG | SqmFunctionRegistry  | Registered SqmFunctionTemplate [org.hibernate.dialect.function.CurrentFunction@20f6f88c] under current_date; prior registration was null
02-03-25 20:25:14,242 | DEBUG | SqmFunctionRegistry  | Registered SqmFunctionTemplate [org.hibernate.dialect.function.CurrentFunction@4277127c] under current_time; prior registration was null
02-03-25 20:25:14,242 | DEBUG | SqmFunctionRegistry  | Registered SqmFunctionTemplate [org.hibernate.dialect.function.CurrentFunction@4c7e978c] under current_timestamp; prior registration was null
02-03-25 20:25:14,242 | DEBUG | SqmFunctionRegistry  | Registering alternate key : current date -> current_date
02-03-25 20:25:14,242 | DEBUG | SqmFunctionRegistry  | Registering alternate key : current time -> current_time
02-03-25 20:25:14,242 | DEBUG | SqmFunctionRegistry  | Registering alternate key : current timestamp -> current_timestamp
02-03-25 20:25:14,242 | DEBUG | SqmFunctionRegistry  | Registered SqmFunctionTemplate [org.hibernate.dialect.function.CurrentFunction@354e7004] under local_date; prior registration was null
02-03-25 20:25:14,242 | DEBUG | SqmFunctionRegistry  | Registered SqmFunctionTemplate [org.hibernate.dialect.function.CurrentFunction@22ebccb9] under local_time; prior registration was null
02-03-25 20:25:14,242 | DEBUG | SqmFunctionRegistry  | Registered SqmFunctionTemplate [org.hibernate.dialect.function.CurrentFunction@5875de6a] under local_datetime; prior registration was null
02-03-25 20:25:14,242 | DEBUG | SqmFunctionRegistry  | Registered SqmFunctionTemplate [org.hibernate.dialect.function.CurrentFunction@608fe01f] under offset_datetime; prior registration was null
02-03-25 20:25:14,243 | DEBUG | SqmFunctionRegistry  | Registering alternate key : local date -> local_date
02-03-25 20:25:14,243 | DEBUG | SqmFunctionRegistry  | Registering alternate key : local time -> local_time
02-03-25 20:25:14,243 | DEBUG | SqmFunctionRegistry  | Registering alternate key : local datetime -> local_datetime
02-03-25 20:25:14,243 | DEBUG | SqmFunctionRegistry  | Registering alternate key : offset datetime -> offset_datetime
02-03-25 20:25:14,244 | DEBUG | SqmFunctionRegistry  | Registered SqmFunctionTemplate [org.hibernate.dialect.function.CurrentFunction@2687725a] under instant; prior registration was null
02-03-25 20:25:14,244 | DEBUG | SqmFunctionRegistry  | Registering alternate key : current_instant -> instant
02-03-25 20:25:14,245 | DEBUG | SqmFunctionRegistry  | Registered SqmFunctionTemplate [org.hibernate.dialect.function.SqlFunction@2e1ddc90] under sql; prior registration was null
02-03-25 20:25:14,246 | DEBUG | SqmFunctionRegistry  | Registered SqmFunctionTemplate [NamedSqmFunctionTemplate(soundex)] under soundex; prior registration was null
02-03-25 20:25:14,246 | DEBUG | SqmFunctionRegistry  | Registered SqmFunctionTemplate [NamedSqmFunctionTemplate(radians)] under radians; prior registration was null
02-03-25 20:25:14,246 | DEBUG | SqmFunctionRegistry  | Registered SqmFunctionTemplate [NamedSqmFunctionTemplate(degrees)] under degrees; prior registration was null
02-03-25 20:25:14,246 | DEBUG | SqmFunctionRegistry  | Registered SqmFunctionTemplate [NamedSqmFunctionTemplate(cot)] under cot; prior registration was null
02-03-25 20:25:14,247 | DEBUG | SqmFunctionRegistry  | Registered SqmFunctionTemplate [NamedSqmFunctionTemplate(log)] under log; prior registration was org.hibernate.query.sqm.function.PatternBasedSqmFunctionDescriptor@7132a9dc
02-03-25 20:25:14,247 | DEBUG | SqmFunctionRegistry  | Registered SqmFunctionTemplate [NamedSqmFunctionTemplate(log2)] under log2; prior registration was null
02-03-25 20:25:14,247 | DEBUG | SqmFunctionRegistry  | Registered SqmFunctionTemplate [NamedSqmFunctionTemplate(log10)] under log10; prior registration was null
02-03-25 20:25:14,247 | DEBUG | SqmFunctionRegistry  | Registered SqmFunctionTemplate [NamedSqmFunctionTemplate(ltrim)] under ltrim; prior registration was null
02-03-25 20:25:14,247 | DEBUG | SqmFunctionRegistry  | Registered SqmFunctionTemplate [NamedSqmFunctionTemplate(rtrim)] under rtrim; prior registration was null
02-03-25 20:25:14,247 | DEBUG | SqmFunctionRegistry  | Registered SqmFunctionTemplate [NamedSqmFunctionTemplate(octet_length)] under octet_length; prior registration was null
02-03-25 20:25:14,248 | DEBUG | SqmFunctionRegistry  | Registered SqmFunctionTemplate [NamedSqmFunctionTemplate(reverse)] under reverse; prior registration was null
02-03-25 20:25:14,248 | DEBUG | SqmFunctionRegistry  | Registered SqmFunctionTemplate [NamedSqmFunctionTemplate(space)] under space; prior registration was null
02-03-25 20:25:14,248 | DEBUG | SqmFunctionRegistry  | Registered SqmFunctionTemplate [NamedSqmFunctionTemplate(repeat)] under repeat; prior registration was null
02-03-25 20:25:14,250 | DEBUG | SqmFunctionRegistry  | Registered SqmFunctionTemplate [org.hibernate.query.sqm.function.MultipatternSqmFunctionDescriptor@5a8ab2] under lpad; prior registration was NamedSqmFunctionTemplate(lpad)
02-03-25 20:25:14,251 | DEBUG | SqmFunctionRegistry  | Registered SqmFunctionTemplate [org.hibernate.query.sqm.function.MultipatternSqmFunctionDescriptor@3f50b680] under rpad; prior registration was NamedSqmFunctionTemplate(rpad)
02-03-25 20:25:14,251 | DEBUG | SqmFunctionRegistry  | Registered SqmFunctionTemplate [NamedSqmFunctionTemplate(md5)] under md5; prior registration was null
02-03-25 20:25:14,251 | DEBUG | SqmFunctionRegistry  | Registered SqmFunctionTemplate [NamedSqmFunctionTemplate(day)] under day; prior registration was null
02-03-25 20:25:14,251 | DEBUG | SqmFunctionRegistry  | Registered SqmFunctionTemplate [NamedSqmFunctionTemplate(month)] under month; prior registration was null
02-03-25 20:25:14,253 | DEBUG | SqmFunctionRegistry  | Registered SqmFunctionTemplate [NamedSqmFunctionTemplate(year)] under year; prior registration was null
02-03-25 20:25:14,253 | DEBUG | SqmFunctionRegistry  | Registered SqmFunctionTemplate [NamedSqmFunctionTemplate(hour)] under hour; prior registration was null
02-03-25 20:25:14,253 | DEBUG | SqmFunctionRegistry  | Registered SqmFunctionTemplate [NamedSqmFunctionTemplate(minute)] under minute; prior registration was null
02-03-25 20:25:14,253 | DEBUG | SqmFunctionRegistry  | Registered SqmFunctionTemplate [NamedSqmFunctionTemplate(second)] under second; prior registration was null
02-03-25 20:25:14,253 | DEBUG | SqmFunctionRegistry  | Registered SqmFunctionTemplate [NamedSqmFunctionTemplate(microsecond)] under microsecond; prior registration was null
02-03-25 20:25:14,253 | DEBUG | SqmFunctionRegistry  | Registered SqmFunctionTemplate [NamedSqmFunctionTemplate(dayofweek)] under dayofweek; prior registration was null
02-03-25 20:25:14,253 | DEBUG | SqmFunctionRegistry  | Registered SqmFunctionTemplate [NamedSqmFunctionTemplate(dayofmonth)] under dayofmonth; prior registration was null
